Loan Application Number,Loan Amount,Loan Duration,Interest Rate,EMI,Borrower Rating by Bank,Borrower's Duration of Employment,Home Ownership of Borrower,Annual Income of Borrower,Borrower's Verification Status,Loan Issue Date,Purpose of Loan,State,Debt-to-Income Ratio (A ratio calculated based on Borrower's monthly debt repayments to self-reported monthly income),Borrower Delinquency in Last Two Years,Date of Borrower's First  Loan,Number of Months Since the Borrower's Last Delinquency,The Number of Months Since the Borrower's Credit Record  was Updated,Number of Times the Borrower has Availed Loan from the Bank,Number of Negative Comments About the Borrower in Credit History,Total Credit Revolving Balance,Percentage of Credit the Borrower is Using Relative to All Available Revolving Credit,Number of Times the Borrower has Availed Loan from All Banks,Late Fees Received To Date,Last Month Payment was Received,Last Amount Received as Payment,Loan Status
36577,38513,43 months,7.11%,1017.282615,AC,3 years,Own,536487,Not Verified,22-05-2011,Marriage,Andhra Pradesh,20.3555811,0,27-10-1989,,,9,0,44827,0.28820041,15,0,01-06-2014,6922.412615,???
36578,120933,36 months,12.59%,4051.143502,BE,3 years,Under Mortgage,501193,Verified,11-11-2011,Pay-off Other Loans,Nagaland,15.42919756,1,25-06-1999,20,,12,0,190624,0.804411987,21,0,01-09-2014,4299.193502,???
36579,109855,48 months,13.10%,2952.595574,CB,1 year,Rental,537129,Source Verified,05-05-2010,Marriage,West Bengal,9.522279011,3,01-01-2004,21,,6,0,0,0,8,0,01-03-2014,3199.325574,???
36580,76885,57 months,21.91%,2181.537412,FD,5 years,Rental,544254,Source Verified,04-01-2012,Pay Credit Card Bill,Madhya Pradesh,12.20755539,0,19-07-2007,,,10,0,112680,0.892299625,11,0,01-01-2014,2181.537412,???
36581,176172,47 months,15.49%,5023.287841,DC,5 years,Under Mortgage,710112,Source Verified,11-05-2010,Medical,Dadra and Nagar Haveli,15.07461972,0,31-07-1997,28,,8,0,135946,0.809411608,22,0,01-05-2013,5023.287841,???
36582,66026,41 months,12.00%,1971.061356,BE,2 years,Rental,721811,Not Verified,09-09-2011,Pay Credit Card Bill,Uttar Pradesh,4.003940321,0,15-02-2006,,,1,0,89181,0.681500104,1,0,01-09-2014,10537.97136,???
36583,90795,38 months,11.39%,2857.465136,BE,4 years,Rental,365225,Not Verified,18-04-2010,Pay-off Other Loans,Jharkhand,11.76700967,0,11-05-1996,,107,9,1,93693,0.473033841,12,0,01-05-2013,3013.225136,???
36584,21958,52 months,15.35%,580.8015728,CE,2 years,Under Mortgage,461373,Source Verified,03-07-2011,Purchase Car,Bihar,11.12256337,1,07-10-1999,6,,10,0,67789,0.326901717,29,0,01-01-2011,21838.85157,???
36585,219892,45 months,10.80%,5964.767777,BC,10 years and above,Rental,578839,Verified,21-10-2011,Pay-off Other Loans,Bihar,14.00121951,0,24-10-1991,,,17,0,254004,0.391182792,22,0,01-05-2015,6145.277777,???
36586,274804,54 months,13.05%,6756.139287,CA,7 years,Under Mortgage,666060,Verified,09-07-2011,Pay-off Other Loans,Andhra Pradesh,24.84590249,0,02-06-1998,,,20,0,332064,0.410060499,33,0,01-05-2014,109318.7093,???
36587,109825,51 months,14.55%,2900.00571,DB,4 years,Own,956150,Not Verified,28-01-2011,Pay-off Other Loans,Andhra Pradesh,23.90352722,0,09-08-1996,51,,17,0,99273,0.828725527,26,0,01-10-2010,103800.9157,???
36588,175859,52 months,11.53%,4312.985303,BD,2 years,Under Mortgage,815981,Source Verified,18-08-2011,Pay-off Other Loans,Gujarat,7.783373057,0,18-01-2003,,,12,0,161045,0.419576182,19,0,01-08-2012,129946.6253,???
36589,164967,60 months,17.65%,4157.723954,DE,Less than 1 year,Rental,643076,Source Verified,27-09-2011,Pay-off Other Loans,Uttar Pradesh,21.56824056,0,18-07-1999,,,22,0,128361,0.206457153,25,0,01-07-2015,50249.59395,???
36590,245658,46 months,14.11%,6944.742538,EC,1 year,Own,1479276,Not Verified,03-01-2008,Home Renovation,Bihar,3.619394412,3,21-07-1992,7,0,10,0,117723,0.533301626,13,0,01-04-2010,6944.742538,???
36591,54979,47 months,12.63%,1488.98061,BE,2 years,Under Mortgage,761104,Source Verified,16-11-2011,Home Renovation,Rajasthan,8.16656156,0,06-09-2003,23,,13,0,6476,0.138833537,24,0,01-03-2014,10077.01061,???
36592,82333,41 months,8.61%,2325.259991,AD,10 years and above,Under Mortgage,1164039,Not Verified,05-01-2010,Agriculture,Manipur,7.723527139,0,25-01-1988,,,10,0,2942,0.015389018,38,0,01-04-2013,2367.939991,???
36593,54811,56 months,18.82%,1477.843168,EC,3 years,Rental,379339,Source Verified,22-08-2011,Others,Bihar,7.51292897,0,21-12-2005,,,10,0,77270,0.643594577,15,0,01-03-2011,1477.843168,???
36594,110194,43 months,7.96%,2954.152809,AE,3 years,Under Mortgage,779078,Not Verified,29-11-2010,Home Renovation,Tripura,16.66906859,0,28-12-1998,,,8,0,118737,0.490361673,31,0,01-04-2012,79188.22281,???
36595,154065,49 months,22.15%,4804.857818,GA,Not available,Under Mortgage,545078,Source Verified,30-08-2011,Others,West Bengal,6.770201921,0,05-12-2001,31,,17,0,57323,0.397303552,36,0,01-11-2011,1091.807818,???
36596,219821,45 months,7.98%,5668.789053,AE,Less than 1 year,Under Mortgage,1204804,Verified,11-09-2010,Home Renovation,Madhya Pradesh,5.712344109,0,04-03-1998,,,12,0,104071,0.127907617,36,0,01-04-2012,158167.2891,???
36597,98976,60 months,17.59%,2491.350906,DE,5 years,Under Mortgage,387245,Verified,21-06-2011,Pay-off Other Loans,Uttarakhand,14.39794828,1,28-02-2000,13,42,13,1,56646,0.580496643,16,0,01-09-2015,2491.350906,???
36598,87860,45 months,6.33%,2198.592375,AC,10 years and above,Rental,379669,Verified,19-12-2010,Pay-off Other Loans,Odisha,12.28522486,0,06-07-1995,,,6,0,61098,0.275247817,12,0,01-07-2014,2320.912375,???
36599,72798,42 months,12.96%,2165.267158,DB,8 years,Rental,299848,Not Verified,21-04-2008,Pay-off Other Loans,Tamil Nadu,20.30261653,0,26-11-1992,0,0,16,0,166035,0.694463726,29,0,01-08-2011,2224.227158,???
36600,158526,46 months,14.32%,4498.443904,CB,10 years and above,Own,1031548,Source Verified,18-12-2011,Marriage,Chandigarh,10.21680836,1,26-10-1986,17,,7,0,41121,0.731134121,57,0,01-09-2015,4652.003904,???
36601,49284,36 months,9.56%,1580.147411,BA,10 years and above,Rental,712791,Not Verified,16-07-2008,Home Renovation,Tamil Nadu,8.833992333,0,23-12-1992,70,,7,0,51805,0.562001315,16,0,01-03-2011,3081.207411,???
36602,274857,45 months,9.82%,7326.02003,BA,Not available,Own,602829,Verified,06-11-2011,Pay Credit Card Bill,Uttar Pradesh,20.39779855,0,05-01-1988,,,4,0,107426,0.61004405,16,0,01-08-2014,92233.81003,???
36603,109975,48 months,6.72%,2619.021782,AB,Less than 1 year,Rental,988412,Source Verified,27-10-2011,Pay-off Other Loans,Uttar Pradesh,14.04647147,0,19-09-1998,,,15,0,308244,0.355258464,39,0,01-09-2015,2718.241782,???
36604,71518,48 months,12.42%,1898.236765,BD,10 years and above,Under Mortgage,1062433,Source Verified,03-01-2012,Pay-off Other Loans,Uttar Pradesh,11.61421953,0,28-11-1994,39,,8,0,82015,0.49998151,34,0,01-11-2015,2023.966765,???
36605,65859,42 months,6.82%,1767.085134,AB,9 years,Under Mortgage,382119,Verified,01-11-2010,Holiday,Maharashtra,23.86046705,0,14-06-1997,,,9,0,38270,0.192653988,19,0,01-10-2013,13957.83513,???
36606,202543,46 months,8.83%,5206.408247,AE,10 years and above,Rental,1325475,Verified,16-12-2011,Others,Uttar Pradesh,2.578432573,0,23-02-1990,,,4,0,2501,0.027724652,10,0,01-12-2014,55139.25825,???
36607,85254,52 months,10.87%,2063.099025,BC,9 years,Rental,563667,Not Verified,24-06-2011,Purchase Car,Bihar,16.99727452,0,19-03-2004,,,7,0,31209,0.286782293,13,0,01-03-2011,2063.099025,???
36608,77043,39 months,13.21%,2440.314133,CB,3 years,Rental,568968,Not Verified,18-03-2010,Pay-off Other Loans,Tamil Nadu,13.04904267,0,01-07-2001,68,,8,0,89834,0.358864548,16,0,01-05-2013,2612.244133,???
36609,43965,47 months,5.86%,1049.067624,AB,6 years,Under Mortgage,1038030,Not Verified,10-07-2011,Pay-off Other Loans,Uttar Pradesh,7.749700548,0,17-08-1995,,,10,0,12779,0.011198815,13,0,01-05-2015,1061.167624,???
36610,105586,47 months,13.43%,2901.375753,CB,Less than 1 year,Rental,318763,Source Verified,22-10-2011,Start Business,Tripura,15.91300737,0,18-02-2005,,,8,0,63030,0.52241259,11,0,01-07-2015,3203.325753,???
36611,82601,46 months,11.99%,2248.471323,BE,10 years and above,Rental,323121,Verified,24-10-2010,Agriculture,Uttar Pradesh,3.086881558,0,29-08-1998,,,4,0,15732,0.132574838,17,0,01-06-2013,2248.471323,???
36612,132171,56 months,15.15%,3306.552024,CE,Less than 1 year,Rental,489798,Not Verified,19-08-2011,Pay-off Other Loans,Rajasthan,23.6636447,0,23-04-2000,,,7,0,80544,0.79725937,13,0,01-08-2012,107535.512,???
36613,70242,36 months,13.45%,2382.10541,CC,4 years,Own,645405,Not Verified,20-06-2010,Holiday,Uttar Pradesh,7.983750891,2,23-04-2000,6,,3,0,15415,0.633709784,20,0,01-10-2011,43164.38541,???
36614,127728,50 months,18.89%,3709.762251,EB,7 years,Rental,358548,Not Verified,21-01-2012,Pay-off Other Loans,West Bengal,23.18075402,0,07-03-2003,39,,13,0,126357,0.474735541,23,0,01-02-2014,67601.06225,???
36615,154024,47 months,16.36%,4459.569013,DA,3 years,Under Mortgage,679201,Verified,26-11-2011,Pay-off Other Loans,Uttar Pradesh,19.91388904,0,13-07-2005,,,9,0,128839,0.456366772,17,0,01-09-2015,4540.419013,???
36616,110014,37 months,11.88%,3565.863138,BE,1 year,Own,1753177,Verified,23-11-2010,Agriculture,Karnataka,11.13930224,1,29-09-1991,17,,13,0,402962,0.350575302,33,0,01-10-2013,3838.443138,???
36617,121109,44 months,9.44%,3267.128105,AE,3 years,Under Mortgage,899563,Not Verified,13-12-2008,Others,Uttar Pradesh,0,1,29-08-1987,15,,14,0,37702,0.049712676,29,0,01-07-2011,44090.65811,???
36618,110061,41 months,16.49%,3529.388229,DA,10 years and above,Rental,385326,Source Verified,20-12-2011,Pay Credit Card Bill,Mizoram,5.339092837,0,25-04-2001,56,,7,0,82919,0.836872345,16,0,01-04-2015,3591.208229,???
36619,54864,37 months,13.34%,1816.736598,CA,2 years,Rental,291929,Not Verified,21-10-2011,Marriage,Odisha,22.04720096,0,10-08-2000,48,,11,0,209221,0.681604079,18,0,01-10-2014,1962.046598,???
36620,153961,46 months,5.88%,3746.73519,AA,6 years,Under Mortgage,1358940,Verified,06-11-2011,Home Renovation,Odisha,8.979902567,0,16-06-1998,,,10,0,144401,0.441477321,33,0,01-10-2013,101171.3152,???
36621,274938,43 months,13.45%,8093.028936,DD,Less than 1 year,Under Mortgage,675850,Not Verified,11-04-2008,Pay-off Other Loans,Goa,14.4637815,0,18-02-2001,48,,18,0,76410,0.148105094,26,0,01-01-2009,8093.028936,???
36622,184674,56 months,15.12%,4616.650017,DB,2 years,Under Mortgage,978681,Not Verified,17-08-2010,Pay-off Other Loans,Lakshadweep,13.21791547,0,04-09-2001,,,7,0,285433,0.794854969,38,0,01-12-2010,69613.78002,???
36623,131963,57 months,8.38%,2814.350182,AE,10 years and above,Under Mortgage,582605,Verified,04-08-2011,Pay-off Other Loans,Karnataka,11.47519179,0,06-10-1974,,,9,0,162558,0.351202848,30,0,01-10-2012,2814.350182,???
36624,70454,48 months,6.46%,1669.601586,AB,10 years and above,Rental,1224907,Verified,26-11-2011,Pay-off Other Loans,Jammu and Kashmir,2.081263875,0,30-09-1997,40,,5,0,6771,0.031919823,28,166.9433851,01-01-2014,42531.08159,???
36625,43875,38 months,7.06%,1291.905974,AC,9 years,Rental,710819,Not Verified,23-09-2011,Agriculture,West Bengal,24.75376311,0,12-02-2001,,,10,0,10631,0.02220344,26,0,01-04-2012,38584.87597,???
36626,40616,46 months,9.27%,1052.422581,AD,3 years,Own,173574,Not Verified,08-08-2009,Buy House,Tamil Nadu,5.866643106,0,14-04-2003,,,11,0,0,0,17,157.9600567,01-12-2011,22132.71258,???
36627,95718,40 months,6.84%,2682.999577,AC,5 years,Under Mortgage,726971,Verified,25-04-2011,Marriage,Assam,9.868741425,0,18-02-2002,,,7,0,40302,0.255521292,13,0,01-06-2014,2776.609577,???
36628,109923,60 months,19.86%,2903.979993,FE,Not available,Under Mortgage,770195,Source Verified,14-04-2011,Home Renovation,Andhra Pradesh,8.742926828,0,29-05-1999,31,,2,0,0,0,16,0,01-09-2015,2903.979993,???
36629,193653,60 months,12.58%,4364.469411,CA,9 years,Under Mortgage,1342050,Not Verified,23-04-2011,Pay-off Other Loans,Goa,17.31556435,1,12-01-1990,0,,12,0,89569,0.36900874,22,0,01-09-2015,4364.469411,???
36630,250233,60 months,11.99%,5564.688852,BE,1 year,Rental,1057385,Source Verified,08-10-2010,Pay-off Other Loans,Maharashtra,23.17666911,0,21-03-1992,,,11,0,307892,0.626615134,25,0,01-09-2015,5698.338852,???
36631,87831,37 months,17.10%,3070.815388,DD,4 years,Under Mortgage,905483,Verified,16-06-2011,Home Renovation,Jammu and Kashmir,17.65075362,2,06-03-1990,1,,8,0,157150,0.960166763,22,0,01-06-2014,2775.025388,???
36632,98890,37 months,9.63%,3099.964743,BC,10 years and above,Under Mortgage,650669,Not Verified,19-01-2011,Pay Credit Card Bill,Tamil Nadu,6.625414551,0,09-07-1996,,,8,0,206595,0.62300267,30,0,01-01-2014,3244.174743,???
36633,54842,48 months,6.03%,1288.626335,AB,3 years,Own,548069,Not Verified,27-07-2011,Pay-off Other Loans,Assam,13.17169302,0,12-07-1986,,,15,0,19413,0.040295476,42,0,01-02-2015,7912.056335,???
36634,55009,41 months,7.36%,1521.49712,AD,10 years and above,Under Mortgage,798908,Not Verified,26-06-2011,Purchase Car,Uttar Pradesh,14.53707929,0,03-07-1988,,,9,0,235608,0.954072248,22,0,01-04-2013,3092.29712,???
36635,114296,47 months,11.53%,3033.622523,CC,1 year,Rental,602972,Not Verified,11-02-2008,Marriage,Assam,5.303690583,1,31-03-1999,10,0,3,0,20740,0.564877224,11,0,01-09-2010,678.15,???
36636,19801,42 months,13.25%,591.7778798,CD,1 year,Rental,525153,Source Verified,11-01-2011,Others,Jammu and Kashmir,6.360526698,0,13-03-2003,56,,5,0,46502,0.801159352,19,0,01-05-2014,631.4878798,???
36637,66163,44 months,12.60%,1885.549255,BD,2 years,Rental,440226,Not Verified,19-12-2011,Pay-off Other Loans,Uttarakhand,22.75451693,6,05-10-2002,17,,19,0,101045,0.875399054,27,0,01-02-2013,55289.33925,???
36638,132034,48 months,15.59%,3714.295146,DD,6 years,Rental,766201,Source Verified,20-03-2011,Pay-off Other Loans,Assam,18.34482216,0,05-09-1997,44,,4,0,158232,0.943064556,14,0,01-12-2012,105098.8751,???
36639,33064,36 months,14.75%,1142.203838,DA,10 years and above,Rental,685573,Source Verified,07-08-2010,Others,Assam,17.88349826,0,02-01-1995,,,11,0,337109,0.97058804,35,0,01-07-2013,1243.073838,???
36640,197376,39 months,10.99%,6040.96481,CC,3 years,Rental,832482,Not Verified,11-01-2008,Pay Credit Card Bill,Jharkhand,9.942497586,0,11-01-2001,0,0,7,0,256566,0.913696177,13,0,01-03-2009,139496.7048,???
36641,49391,45 months,12.77%,1386.921807,CA,Less than 1 year,Rental,376785,Verified,23-03-2011,Others,Odisha,20.57964578,0,14-10-1999,57,,5,0,88653,0.876186401,16,0,01-03-2014,9896.521807,???
36642,77020,52 months,9.79%,1823.469497,BC,6 years,Own,206671,Source Verified,02-11-2010,Pay-off Other Loans,Tripura,7.317796494,0,18-03-1985,,,14,0,48388,0.888921334,10,0,01-04-2014,1823.469497,???
36643,110197,45 months,11.60%,3031.614794,CC,10 years and above,Under Mortgage,1016343,Not Verified,04-03-2008,Home Renovation,Madhya Pradesh,11.02328709,0,08-05-1993,0,0,16,0,515142,0.650629344,25,0,01-08-2009,3031.614794,???
36644,191522,45 months,7.87%,4928.634251,AE,Less than 1 year,Under Mortgage,1758636,Not Verified,16-03-2010,Others,Uttarakhand,8.230065385,0,10-05-1989,,,17,0,88059,0.073294532,39,0,01-10-2013,5102.324251,???
36645,60670,42 months,11.28%,1755.160934,BE,1 year,Under Mortgage,510309,Not Verified,12-02-2011,Purchase Car,Maharashtra,14.68905931,0,08-11-1996,,,8,0,77601,0.572110612,9,0,01-08-2011,61108.41093,???
36646,197978,43 months,12.61%,5746.043572,CA,10 years and above,Under Mortgage,1016441,Source Verified,29-04-2011,Pay Credit Card Bill,Madhya Pradesh,18.57145938,0,07-03-1989,26,,12,0,182826,0.714415929,25,0,01-03-2013,119857.4036,???
36647,330148,49 months,18.71%,9686.68389,EA,10 years and above,Own,673683,Verified,06-01-2012,Pay-off Other Loans,Odisha,22.95244419,0,25-04-1999,,,13,0,186960,0.603120459,37,0,01-08-2011,9686.68389,???
36648,55000,38 months,9.58%,1683.788094,BC,Less than 1 year,Rental,212800,Not Verified,09-12-2010,Pay-off Other Loans,Bihar,10.82866597,0,23-06-2003,44,,7,0,59811,0.754881612,25,0,01-01-2014,1787.958094,???
36649,54907,48 months,9.77%,1386.571544,BD,3 years,Under Mortgage,1438562,Not Verified,28-09-2007,Pay-off Other Loans,Manipur,8.649618645,0,29-09-1991,41,0,8,0,231488,0.413055714,29,0,01-07-2011,1422.981544,???
36650,163893,60 months,10.25%,3502.322201,BC,10 years and above,Under Mortgage,663165,Not Verified,02-03-2011,Pay-off Other Loans,West Bengal,23.21969069,0,06-07-1992,,,22,0,245418,0.469165788,47,0,01-09-2015,3502.322201,???
36651,219950,37 months,18.19%,7810.463309,FA,Less than 1 year,Rental,989343,Verified,14-02-2011,Pay-off Other Loans,Himachal Pradesh,7.841404965,0,20-03-1987,39,,7,0,213708,0.995684144,16,0,01-09-2012,118122.7533,???
36652,154181,36 months,9.88%,4966.650341,BA,5 years,Own,420932,Source Verified,28-01-2012,Pay Credit Card Bill,Madhya Pradesh,22.92779657,0,07-03-2000,,,10,0,154514,0.409059217,16,0,01-11-2014,5141.220341,???
36653,176104,53 months,18.03%,4842.704385,EA,10 years and above,Under Mortgage,2413510,Verified,17-10-2011,Pay-off Other Loans,Manipur,17.64985879,0,24-05-1991,,,12,0,1125850,0.890601731,28,0,01-09-2013,106711.2844,???
36654,22097,39 months,13.35%,701.4475414,CA,1 year,Rental,491912,Not Verified,15-11-2011,Others,Odisha,16.20404107,0,23-05-2006,,,13,0,70974,0.516897527,18,0,01-12-2014,771.6275414,???
36655,132094,44 months,16.46%,4018.429457,DA,10 years and above,Under Mortgage,3306154,Verified,21-11-2011,Pay-off Other Loans,Uttar Pradesh,17.78174923,0,27-07-1982,42,,19,0,997468,0.935057804,54,0,01-05-2015,4059.129457,???
36656,88008,44 months,5.78%,2224.515258,AB,Less than 1 year,Under Mortgage,779008,Source Verified,15-04-2011,Pay-off Other Loans,West Bengal,4.685934425,0,28-11-1998,55,,7,0,54017,0.165147918,36,0,01-04-2014,18322.24526,???
36657,88030,47 months,10.16%,2277.894436,BE,3 years,Own,271107,Not Verified,18-09-2007,Purchase Car,Manipur,0.375164662,0,,0,0,4,0,,0.198252353,3,825.9299648,01-07-2011,205.81,???
36658,87866,37 months,5.95%,2604.981683,AB,10 years and above,Rental,625517,Not Verified,19-08-2011,Pay-off Other Loans,Uttar Pradesh,5.406235307,0,02-07-1987,,,6,0,1357,0.006100742,10,0,01-11-2012,53449.84168,???
36659,120881,42 months,12.60%,3574.117559,CA,3 years,Rental,429228,Source Verified,29-05-2011,Pay-off Other Loans,West Bengal,24.33110809,0,02-11-2001,,,15,0,139642,0.373606123,24,0,01-12-2013,38601.63756,???
36660,27411,47 months,9.45%,700.0329276,BB,10 years and above,Under Mortgage,375904,Not Verified,22-01-2011,Pay-off Other Loans,Manipur,6.505444318,2,16-11-1990,21,,10,0,23733,0.037785691,18,0,01-11-2014,782.8629276,???
36661,54971,45 months,14.98%,1604.081029,DA,5 years,Rental,568270,Source Verified,22-09-2010,Others,Uttar Pradesh,5.158719256,1,13-04-2000,16,,10,0,35388,0.339835953,18,0,01-11-2012,30650.90103,???
36662,52965,40 months,5.98%,1463.822745,AB,5 years,Own,395156,Source Verified,05-05-2011,Others,Jammu and Kashmir,13.91839276,0,06-01-2004,,,6,0,10489,0.11384679,7,0,01-08-2014,1717.482745,???
36663,132006,46 months,6.13%,3227.125315,AA,4 years,Under Mortgage,1315424,Not Verified,01-11-2011,Relocation,West Bengal,8.710085068,0,22-03-2002,,,13,0,0,0,42,0,01-12-2013,75878.93531,???
36664,132154,43 months,7.32%,3503.593014,AC,10 years and above,Rental,1319268,Not Verified,22-12-2011,Medical,Punjab,6.409725686,0,17-04-1994,,,7,0,239044,0.578350942,26,0,01-03-2013,101830.063,???
36665,54864,39 months,15.62%,1802.7446,DD,3 years,Rental,271366,Not Verified,27-11-2009,Pay-off Other Loans,Uttar Pradesh,17.96603373,1,21-12-2005,20,,5,0,8092,0.509903712,8,0,01-05-2011,1802.7446,???
36666,69258,48 months,11.18%,1796.050761,CA,10 years and above,Under Mortgage,642935,Not Verified,18-04-2008,Pay-off Other Loans,Himachal Pradesh,9.699406551,0,02-04-1989,27,0,8,0,8865,0.09557543,39,0,01-12-2009,52943.63076,???
36667,164990,41 months,11.39%,4876.762146,BB,Less than 1 year,Rental,448149,Not Verified,30-01-2010,Pay-off Other Loans,West Bengal,24.58516799,0,22-01-1999,,,9,0,161689,0.6006475,26,0,01-05-2012,66500.63215,???
36668,191466,59 months,22.55%,5397.940252,FE,Less than 1 year,Rental,2323928,Source Verified,12-12-2011,Pay-off Other Loans,Jharkhand,17.59808411,2,29-09-1997,12,,4,0,143964,0.997544508,36,0,01-02-2014,130049.2803,???
36669,80372,36 months,7.40%,2496.37423,AD,5 years,Rental,545344,Source Verified,23-03-2011,Pay-off Other Loans,Uttar Pradesh,6.65066793,0,30-05-2005,,,4,0,95829,0.630107079,11,0,01-02-2014,2798.87423,???
36670,132008,60 months,16.31%,3232.261838,DC,3 years,Rental,454354,Source Verified,12-07-2011,Pay Credit Card Bill,Jammu and Kashmir,20.52970961,0,28-05-1999,,87,13,1,99912,0.910872139,20,0,01-09-2015,3232.261838,???
36671,219844,59 months,16.67%,5484.360813,EC,10 years and above,Under Mortgage,1328191,Verified,08-02-2011,Pay-off Other Loans,Haryana,20.24656947,0,27-05-1992,82,,9,0,259323,0.690233534,37,0,01-03-2012,183552.8008,???
36672,110027,60 months,11.22%,2404.212314,BC,5 years,Under Mortgage,489967,Verified,16-08-2010,Pay-off Other Loans,Gujarat,11.19732628,0,15-03-2000,,,8,0,97507,0.579121412,26,0,01-06-2015,2656.222314,???
36673,44162,36 months,14.36%,1517.090085,CB,6 years,Under Mortgage,541408,Not Verified,30-12-2011,Pay Credit Card Bill,West Bengal,19.409435,1,14-01-1997,22,,22,0,192840,0.6488298,43,0,01-10-2014,1649.090085,???
36674,165180,42 months,9.82%,4663.332061,BA,5 years,Under Mortgage,728491,Not Verified,14-02-2010,Others,Maharashtra,8.03507448,0,04-09-1995,,,8,0,97191,0.219565291,12,0,01-07-2013,4879.592061,???
36675,110052,44 months,10.36%,3017.143821,BE,5 years,Under Mortgage,546470,Not Verified,27-11-2010,Pay-off Other Loans,Uttar Pradesh,14.21570872,0,20-02-2006,56,,12,0,80192,0.370216641,19,0,01-04-2014,3017.143821,???
36676,76871,36 months,5.98%,2337.849947,AA,6 years,Under Mortgage,481382,Source Verified,02-10-2011,Pay-off Other Loans,Uttarakhand,17.36030156,0,23-04-1997,75,112,18,1,77667,0.383296529,29,0,01-09-2014,2359.299947,???
36677,275052,44 months,10.79%,7597.20625,BB,10 years and above,Rental,1320396,Verified,31-01-2012,Pay-off Other Loans,Assam,6.630976956,0,13-07-1998,,,12,0,299411,0.55587435,25,0,01-02-2015,51320.55625,???
36678,180254,51 months,21.09%,5381.184938,GE,2 years,Under Mortgage,758995,Verified,31-01-2011,Marriage,Rajasthan,23.35068074,0,08-08-1998,,113,9,1,80059,0.905623363,18,0,01-11-2010,5381.184938,???
36679,55005,60 months,11.12%,1199.286906,BC,1 year,Under Mortgage,746170,Verified,09-06-2011,Purchase Car,Karnataka,25.62188648,0,21-06-1994,,,22,0,339138,0.565880894,37,0,01-09-2015,1199.286906,???
36680,66196,39 months,13.68%,2111.902969,CB,6 years,Under Mortgage,1112501,Not Verified,07-09-2010,Agriculture,Karnataka,24.8953759,0,07-04-1989,,,10,0,613942,0.935692561,24,0,01-04-2013,15266.80297,???
36681,49337,37 months,5.81%,1459.618014,AB,5 years,Rental,270491,Verified,30-05-2011,Home Renovation,Karnataka,20.97351171,0,22-01-2001,,,7,0,3662,0.050982926,6,0,01-05-2014,1663.668014,???
36682,320077,53 months,18.52%,8885.459021,EA,2 years,Under Mortgage,1679506,Verified,14-01-2012,Agriculture,Uttar Pradesh,17.81870974,0,23-09-2000,81,,13,0,148371,0.679545385,41,0,01-10-2011,308619.179,???
36683,192409,55 months,12.54%,4617.424525,BD,4 years,Rental,772073,Not Verified,09-01-2012,Pay Credit Card Bill,Bihar,17.02936381,0,16-08-1987,,,15,0,134810,0.666261617,51,0,01-10-2011,187668.6445,???
36684,43974,38 months,7.33%,1300.220483,AB,3 years,Own,217412,Not Verified,01-09-2009,Others,Himachal Pradesh,4.635372979,0,16-07-1998,,,10,0,26187,0.057816932,14,0,01-10-2012,1441.460483,???
36685,99152,46 months,9.70%,2589.711656,AE,4 years,Other,775460,Not Verified,11-02-2009,Buy House,Madhya Pradesh,8.628919764,0,23-01-1996,,,9,0,79893,0.299426725,17,0,01-11-2012,2780.781656,???
36686,98892,42 months,10.18%,2808.905494,BA,10 years and above,Under Mortgage,1003204,Verified,26-08-2011,Home Renovation,Haryana,13.82194786,0,27-11-1989,74,,8,0,69101,0.470972137,22,0,01-01-2013,2808.905494,???
36687,132129,36 months,12.89%,4445.231719,CA,3 years,Rental,565021,Not Verified,07-09-2011,Pay-off Other Loans,West Bengal,10.81787592,1,21-05-1998,16,,16,0,131717,0.53242177,30,0,01-11-2012,84091.06172,???
36688,219949,46 months,11.40%,5924.554823,BB,Less than 1 year,Rental,3044816,Not Verified,25-10-2009,Pay-off Other Loans,Bihar,0.001416413,0,30-08-1994,,,10,0,10267,0.052335064,22,0,01-09-2010,215637.9048,???
36689,151367,48 months,5.73%,3535.917477,AB,3 years,Under Mortgage,1194799,Verified,06-02-2011,Pay-off Other Loans,Jammu and Kashmir,20.14897552,0,07-12-1995,,,14,0,3508,0.060602845,37,0,01-08-2012,157.08,???
36690,195939,48 months,16.30%,5583.274411,EA,1 year,Rental,933822,Verified,21-10-2009,Pay-off Other Loans,Odisha,19.53761752,0,15-02-2000,,,20,0,222851,0.784054241,29,0,01-08-2013,5904.804411,???
36691,131809,49 months,9.01%,3225.013841,BA,2 years,Rental,285931,Source Verified,17-11-2010,Pay-off Other Loans,Uttar Pradesh,14.08751114,0,12-04-2005,,,7,0,372,0.019331352,10,0,01-10-2013,3407.503841,???
36692,39715,45 months,7.01%,1006.176815,AC,5 years,Rental,324003,Source Verified,15-04-2011,Purchase Car,Maharashtra,18.8218423,0,01-06-2005,,,4,0,11371,0.120338548,10,0,01-07-2013,1006.176815,???
36693,88002,36 months,7.63%,2742.734081,AC,Less than 1 year,Rental,302839,Source Verified,14-01-2012,Pay-off Other Loans,West Bengal,19.23251688,0,31-03-2005,,,6,0,166878,0.459210284,17,0,01-11-2014,2911.804081,???
